gender,points,badges_cnt,user_grade,user_city,has_teacher_cnt,is_self_coach,has_student_cnt,belongs_to_class_cnt,has_class_cnt,is_correct
unspecified,354354,78,4,tc,0,0,0,0,0,0.7955032119914347
female,568499,32,4,ntpc,2,0,0,3,1,0.8142265193370166
unspecified,10500,5,4,tc,0,0,0,0,0,0.5769230769230769
male,18845,1,4,ty,0,0,0,0,0,0.8309859154929577
no_value,14473,2,4,ty,1,0,0,0,0,0.6588235294117647
no_value,3210,0,4,kh,0,0,0,0,0,0.85
male,14174,1,4,tp,1,0,0,1,0,1.0
no_value,3975,0,4,tp,0,0,0,0,0,0.7222222222222222
female,222329,23,4,ntpc,1,0,0,2,0,0.8715995647442872
no_value,8100,0,5,tn,1,0,0,1,0,0.7567567567567568
no_value,7770,5,5,ntpc,1,0,0,1,0,0.2708333333333333
female,14572,1,5,tp,0,0,0,0,0,0.9696969696969696
unspecified,112315,17,5,ntpc,1,0,0,1,0,0.756578947368421
no_value,1275,0,5,kh,0,0,0,0,0,0.6666666666666666
male,3000,1,5,tc,2,0,0,2,1,0.6086956521739131
no_value,27586,7,5,ml,1,0,0,0,0,0.6209677419354839
female,29613,4,5,ntpc,1,0,0,1,0,0.8108108108108109
no_value,3450,0,5,kl,1,0,0,0,0,0.6666666666666666
no_value,2775,0,5,kh,1,0,0,1,0,0.7894736842105263
no_value,1545,0,5,ntpc,0,0,0,0,0,0.8
no_value,1575,0,5,ntpc,0,0,0,0,0,0.8
female,258908,48,5,tp,1,0,0,1,0,0.925824175824176
female,37380,6,5,tp,1,0,0,1,0,0.5660377358490566
no_value,21339,4,5,tp,1,0,0,1,0,0.8412698412698413
no_value,9345,1,5,kh,1,0,0,1,0,0.5789473684210527
unspecified,230489,69,5,ml,1,0,0,2,0,0.6387614678899083
no_value,3225,2,6,ml,1,0,0,0,0,0.3
no_value,3300,0,6,tc,0,0,0,0,0,0.75
no_value,61910,8,6,ml,1,0,0,0,0,0.8477611940298507
no_value,6420,3,6,ntpc,1,0,0,1,0,0.8333333333333334
no_value,1950,0,6,tc,1,0,0,0,0,0.8333333333333334
female,6892,0,6,tp,0,0,0,0,0,1.0
no_value,2025,0,6,tc,1,0,0,1,0,0.5
female,2571,0,6,kh,1,0,0,1,0,0.8333333333333334
no_value,8250,0,6,tc,1,0,0,0,0,0.6851851851851852
no_value,69266,8,6,tp,0,0,0,0,0,0.8816793893129771
no_value,16550,4,6,tn,0,0,0,0,0,0.6060606060606061
no_value,22090,1,6,ml,1,0,0,0,0,0.7796610169491526
no_value,2025,1,6,cy,1,0,0,1,0,0.2105263157894736
male,3555,0,6,tn,0,0,0,0,0,0.5714285714285714
no_value,177542,23,6,tc,1,0,0,1,0,0.6785063752276868
no_value,11085,1,6,tp,0,0,0,0,0,0.8153846153846154
no_value,225,0,7,tc,0,0,0,0,0,0.1111111111111111
no_value,6150,1,7,ntct,0,0,0,0,0,1.0
female,33330,4,7,ntpc,1,0,0,1,0,0.8304093567251462
no_value,30773,9,7,tp,1,0,0,1,0,0.4318181818181818
unspecified,9345,0,7,ml,1,0,0,1,0,0.8048780487804879
female,38105,8,7,kh,0,0,0,0,0,0.8
female,6900,0,7,tc,0,0,0,0,0,0.9090909090909092
male,65349,7,7,ntpc,0,0,0,0,0,0.8185053380782918
male,13752,4,7,kh,0,0,0,0,0,0.5454545454545454
no_value,13575,1,7,tc,1,0,0,1,0,0.8732394366197183
no_value,6135,0,7,tc,0,0,0,0,0,0.5714285714285714
no_value,8400,0,7,tc,0,0,0,0,0,0.8108108108108109
no_value,44152,2,7,kh,1,0,0,1,0,0.8305084745762712
no_value,6686,0,7,ntpc,3,0,0,3,0,0.8260869565217391
no_value,11775,1,7,tc,0,0,0,0,0,0.7868852459016393
no_value,16162,3,7,tn,0,0,0,0,0,0.625
female,49335,4,8,ilc,2,1,2,2,1,0.8536585365853658
male,13035,1,8,kh,1,0,0,0,0,0.2
no_value,6284,0,8,ty,0,0,0,0,0,0.8666666666666667
no_value,3221,0,8,tp,0,0,0,0,0,0.8333333333333334
unspecified,204505,18,8,ml,2,0,0,3,0,0.828719723183391
no_value,44843,6,8,tc,0,0,0,0,0,0.8333333333333334
no_value,6663,0,8,ntpc,0,0,0,0,0,0.5813953488372093
male,48405,8,8,tc,1,0,0,1,0,0.908653846153846
no_value,14175,5,8,ntpc,1,0,0,1,0,0.9523809523809524
no_value,28220,10,8,tp,0,0,0,0,1,0.69
no_value,8850,0,9,tp,0,0,0,0,0,0.8
no_value,68111,1,10,ty,0,0,0,0,0,0.9305555555555556
no_value,17155,1,10,tp,0,0,0,0,0,0.953125
no_value,4916,2,10,ilc,0,0,0,0,0,0.4375
no_value,10373,4,10,ntpc,0,0,0,0,0,0.9375
no_value,3278,0,11,tp,0,0,0,0,0,0.7777777777777778
no_value,10263,2,1,ntpc,0,0,0,0,0,0.8333333333333334
female,2237,0,1,tc,0,0,0,0,0,0.9090909090909092
female,9947,1,3,tp,0,0,0,0,0,0.78
male,38859,5,3,kh,0,0,0,0,0,0.8596491228070176
no_value,4425,0,3,hlc,0,0,0,0,0,0.72
no_value,3750,0,4,ilc,0,0,0,0,0,0.6666666666666666
no_value,3445,0,4,tp,0,0,0,0,0,0.8421052631578947
male,1050,0,4,kh,0,0,0,0,0,0.6666666666666666
no_value,57,0,5,kh,0,0,0,0,0,0.0
no_value,37315,5,5,ntpc,1,0,0,1,0,0.813953488372093
female,508364,55,5,ntpc,8,0,5,11,2,0.7782805429864253
no_value,1200,0,5,chc,0,0,0,0,0,1.0
female,18976,2,5,tp,0,0,0,0,0,0.8405797101449275
no_value,4050,0,5,tc,0,0,0,0,0,1.0
no_value,3885,0,5,tp,0,0,0,0,0,0.6666666666666666
female,106657,16,5,ptc,0,0,0,0,0,0.7410358565737052
no_value,1503,0,5,tp,0,0,0,0,0,0.75
no_value,3917,0,5,ty,0,0,0,0,0,0.5789473684210527
no_value,989,0,6,ty,1,0,0,1,0,0.5
no_value,1185,0,6,cy,1,1,1,1,1,0.0
no_value,3975,3,6,ntpc,1,0,0,1,0,0.0
no_value,4455,0,6,ty,1,0,0,1,0,0.782608695652174
no_value,29268,3,7,chc,1,0,0,1,0,0.7486631016042781
no_value,6750,2,7,hlc,0,0,0,0,0,0.3943661971830985
male,65031,13,7,hc,1,0,0,1,0,0.898876404494382
no_value,12750,1,7,tp,1,0,0,1,0,0.7066666666666667
no_value,4897,1,7,ty,0,0,0,0,0,0.64
no_value,6855,3,7,ntpc,0,0,0,0,0,0.9230769230769232
no_value,13258,1,8,chc,0,0,0,0,0,0.7288135593220338
male,2424,0,8,ntpc,2,0,0,2,0,0.7692307692307693
no_value,4651,0,8,ntpc,0,0,0,0,0,0.9375
no_value,7047,0,8,chc,0,0,0,0,0,0.782608695652174
female,2550,0,8,tc,0,0,0,0,0,0.75
no_value,2741,1,8,chc,0,0,0,0,0,0.1666666666666666
female,8200,0,8,ntpc,0,0,0,0,0,1.0
no_value,1200,0,9,tp,2,0,0,2,0,0.4615384615384615
female,36381,1,9,tc,1,0,0,1,0,0.875
no_value,1275,0,9,tp,1,0,0,1,0,0.875
female,20160,5,9,ylc,1,0,0,1,0,0.6293706293706294
no_value,4408,3,10,ntpc,0,0,0,0,0,0.0
no_value,10500,1,10,ty,0,0,0,0,0,0.9375
female,27874,3,1,tc,0,0,0,0,0,0.9133858267716536
no_value,3975,0,1,ylc,0,0,0,0,0,0.8461538461538461
unspecified,16661,1,1,ty,1,1,1,1,1,0.8076923076923077
no_value,11385,1,2,ml,1,0,0,1,0,0.8490566037735849
no_value,22410,5,3,ylc,1,0,0,1,0,0.6335877862595419
unspecified,8829,0,3,tc,0,0,0,0,0,0.9230769230769232
male,33728,4,3,chc,1,0,0,1,0,0.8666666666666667
no_value,1012,0,3,tp,0,0,0,0,0,1.0
female,72126,8,3,ntpc,1,0,0,1,0,0.7641509433962265
female,2175,0,3,tc,0,0,0,0,0,0.8461538461538461
no_value,32540,9,3,ylc,1,0,0,1,0,0.6640625
no_value,18825,1,3,ty,1,0,0,1,0,0.8301886792452831
male,5025,0,4,kh,1,0,0,1,0,0.7692307692307693
no_value,6300,0,4,tp,0,0,0,0,0,0.7272727272727273
female,342343,55,4,tc,1,0,0,1,0,0.7412587412587412
male,1202797,144,4,ty,0,0,0,0,0,0.8265480670543962
male,30607,8,4,ty,0,0,0,0,0,0.8020833333333334
female,69311,4,4,tp,0,0,0,0,0,0.8081395348837209
no_value,4875,0,5,tc,0,0,0,0,0,0.8333333333333334
no_value,5401,0,5,tc,0,0,0,0,0,0.9090909090909092
no_value,4260,0,5,tp,0,0,0,0,0,0.84
male,176295,26,5,tp,0,0,0,0,0,0.9191176470588236
female,25380,2,5,tp,1,0,0,1,0,0.7868852459016393
no_value,65759,9,5,ntpc,1,0,0,1,0,0.833976833976834
female,8105,0,5,ml,1,0,0,1,0,0.8125
female,16266,2,6,ptc,1,0,0,1,0,0.6962025316455697
female,17623,4,6,tc,0,0,0,0,0,0.68
female,25474,5,6,ptc,1,0,0,1,0,0.6333333333333333
male,18436,6,6,ptc,1,0,0,1,0,0.6095238095238096
female,30240,6,6,ptc,1,0,0,1,0,0.5942857142857143
no_value,3525,0,6,tp,0,0,0,0,0,0.6428571428571429
male,37890,4,6,ptc,1,0,0,1,0,0.655
unspecified,23776,2,6,tn,0,0,0,0,0,0.9607843137254902
unspecified,17918,2,6,ptc,1,0,0,1,0,0.6262626262626263
no_value,7065,0,6,tc,1,0,0,1,0,0.9743589743589745
male,8025,3,6,ptc,1,0,0,1,0,0.4259259259259259
female,28336,11,6,ptc,1,0,0,1,0,0.3926940639269406
no_value,23166,3,6,tp,0,0,0,0,0,0.8243243243243243
no_value,225,0,7,tp,0,0,0,0,0,0.2
no_value,13540,3,7,ty,0,0,0,0,0,0.4869565217391304
no_value,4916,0,7,ntpc,0,0,0,0,0,0.5185185185185185
female,4921,0,7,ntpc,0,0,0,0,0,0.9090909090909092
no_value,29100,11,7,tp,1,0,0,1,0,0.5681818181818182
no_value,9520,2,7,ntpc,0,0,0,0,0,0.6976744186046512
no_value,1050,0,7,ntpc,0,0,0,0,0,0.6666666666666666
no_value,29442,11,7,ntpc,0,0,0,0,0,0.4266211604095563
male,4620,1,7,kh,1,0,0,1,0,1.0
no_value,4993,2,7,ntpc,0,0,0,0,0,0.6153846153846154
no_value,16801,2,7,tc,0,0,0,0,0,0.7619047619047619
no_value,16645,5,8,ntpc,0,0,0,0,0,0.7111111111111111
no_value,7780,0,8,tc,0,0,0,0,0,1.0
female,75,0,8,ml,1,0,0,0,0,0.3333333333333333
female,15399,3,9,tp,0,0,0,0,0,0.9264705882352942
no_value,35622,8,9,tp,0,0,0,0,0,0.7978723404255319
no_value,5512,0,9,tp,0,0,0,0,0,0.75
female,222840,2,10,tp,0,0,0,0,0,0.9535423925667827
no_value,120000,16,10,ntpc,0,0,0,0,0,0.976525821596244
no_value,25047,6,10,tp,0,0,0,0,0,0.7307692307692307
no_value,1200,0,10,ty,0,0,0,0,0,0.5
no_value,3364,0,10,tp,0,0,0,0,0,1.0
no_value,5100,1,10,ty,0,0,0,0,0,0.625
male,342405,6,10,ty,0,0,0,0,0,0.910201588271228
no_value,2414,0,12,kh,0,0,0,0,0,0.0
no_value,114216,10,1,ntpc,1,0,0,1,0,0.9333333333333332
no_value,20795,2,1,tp,0,0,0,0,0,0.7439024390243902
unspecified,87124,8,1,ntpc,1,0,0,1,0,0.8770491803278688
no_value,18650,2,1,tc,0,0,0,0,0,0.75
no_value,18037,1,1,tc,0,0,0,0,0,0.9692307692307692
female,180713,31,2,ilc,0,0,0,0,0,0.6356275303643725
no_value,62990,7,3,tp,1,0,0,1,0,0.673469387755102
male,16005,2,3,ty,0,0,0,0,0,0.7692307692307693
male,39455,11,3,cy,1,0,0,0,0,0.5855855855855856
unspecified,2100,0,3,tp,1,0,0,1,0,0.9
no_value,66823,3,3,ty,1,0,0,0,0,0.9184782608695652
no_value,3225,0,3,ty,1,0,0,1,0,0.7058823529411765
female,493411,31,3,ty,0,0,0,0,1,0.7586798114016288
no_value,64099,3,3,ntct,1,0,0,0,0,0.8784530386740331
male,88495,17,3,tc,2,0,0,3,0,0.6863636363636364
female,98565,15,3,tc,1,0,0,2,0,0.7908163265306123
female,17294,2,3,kh,1,0,0,1,0,0.7352941176470589
no_value,96685,5,4,cy,1,0,0,1,0,0.8052738336713996
female,63440,2,4,kh,1,0,0,1,0,0.8881578947368421
no_value,4275,0,4,ty,0,0,2,0,2,0.9375
no_value,101003,8,4,cy,1,0,0,1,0,0.7729257641921398
no_value,3675,1,4,tc,0,0,0,0,0,0.625
unspecified,79542,9,4,ty,0,0,0,0,0,0.7661691542288557
male,5325,0,4,cy,1,0,0,1,0,0.8823529411764706
no_value,268833,13,4,ty,1,0,0,1,0,0.8864734299516909
no_value,9210,0,4,tc,1,0,0,1,0,0.7619047619047619
male,15931,2,4,tc,1,0,0,4,0,0.6410256410256411
no_value,2631,0,4,tc,0,0,0,0,0,0.6470588235294118
female,78900,18,4,tc,1,0,0,4,0,0.7568807339449541
female,598356,25,4,ty,1,0,0,1,1,0.844559585492228
no_value,3691,0,4,tc,0,0,0,0,0,0.8333333333333334
no_value,8175,3,4,tp,0,0,0,0,0,1.0
female,137608,27,4,tc,1,0,0,1,0,0.8045540796963947
no_value,7800,0,4,tp,0,0,0,0,0,0.8260869565217391
no_value,79457,14,4,tc,0,0,0,0,1,0.6666666666666666
no_value,7578,1,5,tc,0,0,0,0,0,0.0
female,78371,22,5,tc,1,0,0,4,0,0.7124463519313304
no_value,100865,10,5,cy,1,0,0,1,0,0.7058823529411765
male,9150,1,5,kh,1,0,0,1,0,0.7
male,88915,16,5,tc,1,0,0,2,0,0.7219917012448133
no_value,15579,4,5,ntpc,0,0,0,0,0,0.6190476190476191
no_value,2175,0,5,hc,0,0,0,0,0,0.7142857142857143
no_value,11325,3,5,phc,0,0,0,0,0,0.0
no_value,21060,1,5,ty,1,0,0,1,0,0.7887323943661971
female,121808,33,5,ml,2,0,0,2,0,0.5959079283887468
no_value,52462,10,5,ml,2,0,0,2,0,0.4615384615384615
no_value,41380,5,5,chc,1,0,0,1,0,0.6776315789473685
no_value,10575,1,5,ty,1,0,0,1,0,0.8823529411764706
no_value,5278,0,5,ntpc,0,0,0,0,0,0.7333333333333333
male,175050,18,6,tc,1,0,0,1,0,0.7548262548262549
female,24287,4,6,tp,0,0,0,0,0,0.6605504587155964
no_value,30000,4,6,tp,0,0,0,0,0,0.7894736842105263
no_value,4567,0,6,ty,1,0,0,1,0,0.8076923076923077
no_value,219428,62,6,ml,2,0,0,2,0,0.577020202020202
male,190655,19,6,tc,1,0,0,1,0,0.6335697399527187
no_value,8928,1,6,tp,1,0,0,1,0,0.75
female,296281,50,6,ml,1,0,0,1,0,0.7260825780463243
male,15366,9,6,kh,1,0,0,0,0,0.3058823529411765
male,9600,1,6,tc,0,0,0,0,0,0.7926829268292683
no_value,74062,17,6,ml,2,0,0,2,0,0.5035971223021583
no_value,103425,22,6,tc,1,0,0,1,0,0.5840978593272171
no_value,10125,1,7,tp,1,0,0,1,0,0.7692307692307693
male,31943,5,7,tp,0,0,0,0,0,0.9136690647482014
no_value,5400,3,7,tp,1,0,0,1,0,0.8333333333333334
no_value,19631,3,7,tc,0,0,0,0,0,0.86
no_value,3820,0,7,kh,0,0,0,0,0,0.7692307692307693
no_value,5685,0,7,ty,0,0,0,0,0,0.6410256410256411
male,7500,0,7,ml,2,0,0,3,0,0.8387096774193549
unspecified,1200,0,7,tp,1,0,0,1,0,0.375
no_value,17629,5,7,tp,1,0,0,1,0,0.8513513513513513
no_value,30375,3,7,ilc,2,0,0,2,0,0.7380952380952381
male,31529,10,7,ntpc,1,0,0,1,0,0.4773662551440329
no_value,2118,1,7,tp,0,0,0,0,0,0.3333333333333333
male,44081,7,7,kh,1,0,0,0,0,0.801980198019802
male,217114,26,7,ntpc,0,0,0,0,0,0.7445482866043613
no_value,5499,0,8,ntpc,0,0,0,0,0,0.6842105263157895
no_value,282,0,8,tc,0,0,0,0,0,0.0
no_value,5736,4,8,chc,0,0,0,0,0,0.7142857142857143
unspecified,91513,9,8,ty,1,0,0,1,0,0.7142857142857143
no_value,68561,8,8,ntpc,0,0,0,0,0,0.8707865168539326
no_value,8978,1,8,ntpc,1,0,0,1,0,0.9166666666666666
female,62742,5,8,ntpc,0,0,0,0,0,0.8098159509202454
no_value,9818,0,9,kh,0,0,0,0,0,1.0
no_value,19164,1,9,tc,0,0,0,0,0,0.8181818181818182
no_value,7370,4,9,tp,0,0,0,0,0,0.6666666666666666
no_value,975,0,9,ty,0,0,0,0,0,0.8333333333333334
no_value,53164,4,9,tn,0,0,0,0,0,0.8076923076923077
no_value,1455,0,9,ty,0,0,0,0,0,0.3333333333333333
no_value,9750,0,10,ty,0,0,0,0,0,0.9375
female,413583,7,10,ty,0,0,0,0,0,0.8895737031330252
no_value,102930,2,10,ty,0,0,0,0,0,0.9016393442622952
female,298148,15,10,kh,0,0,0,0,0,0.8838771593090211
no_value,107460,3,10,ty,0,0,0,0,0,0.8881789137380192
no_value,239847,34,11,tp,0,0,0,0,0,0.6666666666666666
female,21854,1,1,tp,0,0,0,0,0,0.9090909090909092
male,36630,1,1,ntpc,0,0,0,0,0,0.8214285714285714
no_value,16125,1,2,tp,0,0,0,0,0,1.0
no_value,2427,0,2,tc,0,0,0,0,0,0.9090909090909092
female,20065,4,3,tc,0,0,0,0,0,0.8533333333333334
no_value,11382,1,3,tp,0,0,0,0,0,0.8235294117647058
no_value,2775,0,3,tc,0,0,0,0,0,0.5
male,93305,7,4,tc,1,0,0,1,0,0.8555304740406321
male,20058,1,4,ty,1,0,0,0,0,0.7818181818181819
no_value,45075,9,4,cy,1,0,0,1,0,0.5224274406332454
female,71469,1,4,tp,0,0,0,0,0,0.918918918918919
male,4200,0,4,ntpc,0,0,0,0,0,0.6216216216216216
male,101019,7,4,tp,0,0,0,0,0,0.7972972972972973
no_value,300,0,4,ntpc,0,0,0,0,0,1.0
no_value,2168,0,4,ptc,1,0,0,0,0,0.5555555555555556
no_value,86005,7,4,cy,1,0,0,1,0,0.7137254901960784
no_value,4821,0,4,tp,0,0,0,0,0,0.9230769230769232
no_value,21825,1,5,tc,1,0,0,1,0,0.6666666666666666
male,46714,4,5,ty,0,0,0,0,0,0.82
unspecified,13207,2,5,tc,0,0,0,0,0,0.8431372549019608
no_value,33330,2,5,ml,1,0,0,1,0,0.6464646464646465
female,21612,3,5,kh,0,0,0,0,0,0.8211382113821138
no_value,3210,0,5,tp,0,0,0,0,0,0.85
no_value,1275,0,5,kh,0,0,0,0,0,0.7142857142857143
male,104820,3,5,tp,1,0,0,1,0,0.817531305903399
no_value,30241,9,5,tp,0,0,0,0,0,0.6153846153846154
no_value,8055,0,5,hlc,1,0,0,1,0,0.8666666666666667
no_value,40298,6,6,kh,1,0,0,2,0,0.3656716417910448
unspecified,1200,0,6,tc,1,0,0,1,1,0.8333333333333334
no_value,9960,0,6,tc,0,0,0,0,0,0.7692307692307693
no_value,12047,5,6,cy,0,0,0,0,0,0.6222222222222222
no_value,16115,8,7,kh,1,0,0,1,0,0.8285714285714286
no_value,20885,5,7,tp,1,0,0,1,0,0.8023255813953488
female,7717,0,7,tc,0,0,0,0,0,0.88
no_value,69592,14,7,tp,0,0,0,0,0,0.7672413793103449
female,16635,3,7,tc,0,0,0,0,0,0.6228070175438597
female,15533,2,7,ntpc,0,0,0,0,0,0.9142857142857144
female,27072,3,7,tp,0,0,0,0,0,0.8333333333333334
male,331867,73,7,tp,6,1,13,7,1,0.875
no_value,8625,2,7,ntpc,0,0,0,0,0,0.0
no_value,20942,1,7,ntpc,0,0,0,0,0,0.7631578947368421
no_value,21181,5,7,tp,0,0,0,0,0,0.5833333333333334
male,153315,12,7,tc,0,0,0,0,0,0.8820375335120644
female,120054,11,8,ntpc,0,0,0,0,0,0.7906066536203522
female,14337,5,8,tp,1,0,0,1,0,0.8181818181818182
no_value,7875,4,8,tp,0,0,0,0,0,0.6842105263157895
no_value,4260,1,8,ntpc,0,0,0,0,0,1.0
no_value,58691,10,8,tp,0,0,0,0,0,0.7066666666666667
female,106707,31,9,tp,0,0,0,0,0,0.38
no_value,2381,0,9,kl,1,0,0,0,0,0.8571428571428571
no_value,6553,2,9,tc,0,0,0,0,0,0.25
no_value,45393,12,9,tp,0,0,0,0,0,1.0
no_value,11025,2,9,kl,1,0,0,0,0,0.8888888888888888
no_value,1500,0,9,kl,1,0,0,0,0,0.0
no_value,2925,1,9,kl,1,0,0,0,0,0.3636363636363636
no_value,14325,1,9,kl,1,0,0,0,0,0.9375
no_value,1630,0,9,kl,1,0,0,0,0,0.5555555555555556
no_value,7110,4,9,kl,1,0,0,0,0,0.25
no_value,4826,0,9,tp,0,0,0,0,0,0.8333333333333334
no_value,7830,4,9,kl,1,0,0,0,0,0.3571428571428571
female,43735,1,10,chc,0,0,0,0,0,0.9797979797979798
no_value,45110,13,10,ptc,0,0,0,0,0,0.8333333333333334
no_value,16275,1,1,ptc,1,0,0,0,0,0.4444444444444444
female,11775,1,1,ntpc,1,0,0,1,0,1.0
no_value,29639,5,1,tp,0,0,0,0,0,0.8709677419354839
male,3900,0,3,tc,3,0,0,1,0,0.8333333333333334
